Timestamp.2014,2014,Timestamp.2013,2013,Timestamp.2012,2012,Timestamp.2011,2011
01-04-2014,56,01-04-2013,-12,01-04-2012,NA,01-04-2011,40
02-04-2014,41,02-04-2013,-35,02-04-2012,29,02-04-2011,NA
03-04-2014,18,03-04-2013,-50,03-04-2012,30,03-04-2011,NA
04-04-2014,4,04-04-2013,-3,04-04-2012,23,04-04-2011,30
05-04-2014,NA,05-04-2013,-7,05-04-2012,16,05-04-2011,24
06-04-2014,NA,06-04-2013,NA,06-04-2012,22,06-04-2011,25
07-04-2014,20,07-04-2013,NA,07-04-2012,NA,07-04-2011,37
08-04-2014,36,08-04-2013,-30,08-04-2012,NA,08-04-2011,34
09-04-2014,14,09-04-2013,NA,09-04-2012,25,09-04-2011,NA
10-04-2014,30,10-04-2013,-62,10-04-2012,31,10-04-2011,NA
11-04-2014,10,11-04-2013,-43,11-04-2012,NA,11-04-2011,30
12-04-2014,NA,12-04-2013,NA,12-04-2012,40,12-04-2011,23
13-04-2014,NA,13-04-2013,NA,13-04-2012,51,13-04-2011,20
14-04-2014,4,14-04-2013,NA,14-04-2012,NA,14-04-2011,NA
15-04-2014,-23,15-04-2013,22,15-04-2012,NA,15-04-2011,71
