Timestamp.2014,2014,Timestamp.2013,2013,Timestamp.2012,2012,Timestamp.2011,2011
30-09-2014,5,30-09-2013,40,30-09-2012,NA,30-09-2011,24
01-10-2014,5,01-10-2013,46,01-10-2012,-102,01-10-2011,NA
02-10-2014,-15,02-10-2013,40,02-10-2012,-25,02-10-2011,NA
03-10-2014,10,03-10-2013,33,03-10-2012,-69,03-10-2011,11
04-10-2014,NA,04-10-2013,20,04-10-2012,-86,04-10-2011,34
05-10-2014,NA,05-10-2013,NA,05-10-2012,-84,05-10-2011,25
06-10-2014,NA,06-10-2013,NA,06-10-2012,NA,06-10-2011,3
07-10-2014,12,07-10-2013,30,07-10-2012,NA,07-10-2011,9
08-10-2014,7,08-10-2013,-3,08-10-2012,-89,08-10-2011,NA
09-10-2014,12,09-10-2013,-5,09-10-2012,-116,09-10-2011,NA
10-10-2014,NA,10-10-2013,0,10-10-2012,-107,10-10-2011,22
11-10-2014,NA,11-10-2013,7,11-10-2012,-53,11-10-2011,35
12-10-2014,NA,12-10-2013,NA,12-10-2012,-80,12-10-2011,-13
13-10-2014,NA,13-10-2013,NA,13-10-2012,NA,13-10-2011,35
14-10-2014,NA,14-10-2013,10,14-10-2012,NA,14-10-2011,-28
15-10-2014,NA,15-10-2013,NA,15-10-2012,-7,15-10-2011,NA
